query,name,site,subtypes,category,type,phone,full_address,borough,street,city,postal_code,state,us_state,country,country_code,latitude,longitude,time_zone,plus_code,area_service,rating,reviews,reviews_link,reviews_tags,reviews_per_score,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,photo,street_view,located_in,working_hours,working_hours_old_format,other_hours,popular_times,business_status,about,range,posts,logo,description,typical_time_spent,verified,owner_id,owner_title,owner_link,reservation_links,booking_appointment_link,menu_link,order_links,location_link,place_id,google_id,cid,reviews_id,located_google_id
"public swimming pool, 32793, Urbanizacion Tapada De Bouzas (Covas-Pereiro De Aguiar), Galicia, ES",Piscina municipal de A Merca,http://www.amerca.gal/,Public swimming pool,attractions,Public swimming pool,,"Aldea a Corredoira, 8, 32830 A Merca, Ourense",,"Aldea a Corredoira, 8",A Merca,32830.0,Province of Ourense,,Spain,ES,42.22199,-7.886238,Europe/Madrid,,False,4.5,41.0,"https://search.google.com/local/reviews?placeid=ChIJLf0FzSFXJQ0RotKuenM8ayc&q=public+swimming+pool,+32793,+Urbanizacion+Tapada+De+Bouzas+(Covas-Pereiro+De+Aguiar),+Galicia,+ES&authuser=0&hl=en&gl=ES",,,1.0,1.0,2.0,8.0,29.0,1.0,https://lh5.googleusercontent.com/p/AF1QipP93L2txV5B6c4FMH62OYmbYQ0VcIuI5n-J2tE=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipP93L2txV5B6c4FMH62OYmbYQ0VcIuI5n-J2tE=w1600-h1000-k-no,,,,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",,,,,,False,,Piscina municipal de A Merca,,,,,,"https://www.google.com/maps/place/Piscina+municipal+de+A+Merca/@42.22199,-7.886238,14z/data=!4m8!1m2!2m1!1sPiscina+municipal+de+A+Merca!3m4!1s0xd255721cd05fd2d:0x276b3c737aaed2a2!8m2!3d42.22199!4d-7.886238",ChIJLf0FzSFXJQ0RotKuenM8ayc,0xd255721cd05fd2d:0x276b3c737aaed2a2,2840430456664412834,2.8404304566644127e+18,
"public swimming pool, 32793, Urbanizacion Tapada De Bouzas (Covas-Pereiro De Aguiar), Galicia, ES",Piscina Rosario Dueñas,,Swimming pool,Piscina,Swimming pool,,"Rúa Pardo de Cela, 9, 32002 Ourense, Province of Ourense",,"Rúa Pardo de Cela, 9",Ourense,32002.0,Province of Ourense,,Spain,ES,42.3435017,-7.8709644,Europe/Madrid,,False,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJGbK0w17_Lw0RTCbWiQnJl6w&q=public+swimming+pool,+32793,+Urbanizacion+Tapada+De+Bouzas+(Covas-Pereiro+De+Aguiar),+Galicia,+ES&authuser=0&hl=en&gl=ES",,,0.0,0.0,0.0,0.0,1.0,2.0,https://lh5.googleusercontent.com/p/AF1QipNMLE0YJPjNP86MYtSrxK8UhDeMUpx0mxgObPat=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNMLE0YJPjNP86MYtSrxK8UhDeMUpx0mxgObPat=w1600-h1000-k-no,,,,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",,,,,,False,,Piscina Rosario Dueñas,,,,,,"https://www.google.com/maps/place/Piscina+Rosario+Due%C3%B1as/@42.3435017,-7.8709644,14z/data=!4m8!1m2!2m1!1sPiscina+Rosario+Due%C3%B1as!3m4!1s0xd2fff5ec3b4b219:0xac97c90989d6264c!8m2!3d42.3435017!4d-7.8709644",ChIJGbK0w17_Lw0RTCbWiQnJl6w,0xd2fff5ec3b4b219:0xac97c90989d6264c,12436629938811315788,-6.010114134898235e+18,
"public swimming pool, 32793, Urbanizacion Tapada De Bouzas (Covas-Pereiro De Aguiar), Galicia, ES",Recinto termal As Burgas,http://turismodeourense.gal/recurso/piscina-termal-de-as-burgas/,"Swimming pool, Day spa, Public swimming pool, Sauna, Spa, Public bath",attractions,Swimming pool,+34 988 36 60 64,"Praza das Burgas, s/n, 32005 Ourense",,"Praza das Burgas, s/n",Ourense,32005.0,Province of Ourense,,Spain,ES,42.3345387,-7.8649412,Europe/Madrid,,False,4.3,682.0,"https://search.google.com/local/reviews?placeid=ChIJoziE2s7-Lw0RJZyFBhuRTnE&q=public+swimming+pool,+32793,+Urbanizacion+Tapada+De+Bouzas+(Covas-Pereiro+De+Aguiar),+Galicia,+ES&authuser=0&hl=en&gl=ES",,,38.0,16.0,49.0,182.0,397.0,1016.0,https://lh5.googleusercontent.com/p/AF1QipMAAHbTQYhC8drsZr8rqNoNDC6yYaCJNP0zParN=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMAAHbTQYhC8drsZr8rqNoNDC6yYaCJNP0zParN=w1600-h1000-k-no,,,,,,CLOSED_TEMPORARILY,{},,,,,,False,,Recinto termal As Burgas,,,,,,"https://www.google.com/maps/place/Recinto+termal+As+Burgas/@42.334538699999996,-7.8649412,14z/data=!4m8!1m2!2m1!1sRecinto+termal+As+Burgas!3m4!1s0xd2ffeceda8438a3:0x714e911b06859c25!8m2!3d42.334538699999996!4d-7.8649412",ChIJoziE2s7-Lw0RJZyFBhuRTnE,0xd2ffeceda8438a3:0x714e911b06859c25,8164622719728852005,8.164622719728852e+18,
"public swimming pool, 15846, Esmorode (Santa Maria De Alon-Santa Comba), Galicia, ES",Cemiterio de Santa María de Alón,,Cemetery,Cementerio,Cemetery,,"Alon Arriba, 15846 Alón de Arriba, A Coruña",,Alon Arriba,Alón de Arriba,15846.0,A Coruña,,Spain,ES,43.0113218,-8.8272339,Europe/Madrid,8CMH256F+G4,False,3.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJUz3IESPoLg0RdMYbxTvT7Cg&q=public+swimming+pool,+15846,+Esmorode+(Santa+Maria+De+Alon-Santa+Comba),+Galicia,+ES&authuser=0&hl=en&gl=ES",,,0.0,0.0,1.0,0.0,0.0,3.0,https://lh5.googleusercontent.com/p/AF1QipMXxRWLcGgkEA0bkXWKAROqsT9OOLS6vqHRSgp7=w800-h500-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ii71USxYYTZcyGyn8zKMBA&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=231.52885&pitch=0&thumbfov=100,,,,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",,,,,,False,,Cemiterio de Santa María de Alón,,,,,,"https://www.google.com/maps/place/Cemiterio+de+Santa+Mar%C3%ADa+de+Al%C3%B3n/@43.0113218,-8.8272339,14z/data=!4m8!1m2!2m1!1sCemiterio+de+Santa+Mar%C3%ADa+de+Al%C3%B3n!3m4!1s0xd2ee82311c83d53:0x28ecd33bc51bc674!8m2!3d43.0113218!4d-8.8272339",ChIJUz3IESPoLg0RdMYbxTvT7Cg,0xd2ee82311c83d53:0x28ecd33bc51bc674,2948964109684295284,2.948964109684295e+18,
"swimming pool, 15660, Cambre, Galicia, ES",Piscina Descubierta Municipal O Balado,http://www.hebesport.es/complejo-deportivo-municipal-cambre/1-7-7-0.htm,Outdoor swimming pool,Piscina al aire libre,Outdoor swimming pool,+34 981 66 39 93,"Rúa Balado, 15660 Cambre, A Coruña",,Rúa Balado,Cambre,15660.0,A Coruña,,Spain,ES,43.293991,-8.3421373,Europe/Madrid,,False,4.1,12.0,"https://search.google.com/local/reviews?placeid=ChIJsfg96fxlLg0RbdxajZTdEjM&q=swimming+pool,+15660,+Cambre,+Galicia,+ES&authuser=0&hl=en&gl=ES",,,1.0,0.0,1.0,5.0,5.0,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aAqTekkN2eb30e3EiUYjVQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=17.85679&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aAqTekkN2eb30e3EiUYjVQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=17.85679&pitch=0&thumbfov=100,,,,,,CLOSED_TEMPORARILY,"{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",,,https://lh4.googleusercontent.com/-aTWJgp6_Xvw/AAAAAAAAAAI/AAAAAAAAAAA/0AZGUtz1o7c/s44-p-k-no-ns-nd/photo.jpg,,,True,104002441393374795722,Piscina Descubierta Municipal O Balado,https://www.google.com/maps/contrib/104002441393374795722,,,,,"https://www.google.com/maps/place/Piscina+Descubierta+Municipal+O+Balado/@43.293991,-8.3421373,14z/data=!4m8!1m2!2m1!1sPiscina+Descubierta+Municipal+O+Balado!3m4!1s0xd2e65fce93df8b1:0x3312dd948d5adc6d!8m2!3d43.293991!4d-8.3421373",ChIJsfg96fxlLg0RbdxajZTdEjM,0xd2e65fce93df8b1:0x3312dd948d5adc6d,3680247475611556973,3.680247475611557e+18,
"swimming pool, 15660, Cambre, Galicia, ES",Complexo Deportivo Municipal Da Barcala,http://www.hebesport.es/,"Sports complex, Fitness center, Gymnastics center, Indoor swimming pool, Sauna",Polideportivo,Sports complex,+34 981 66 39 93,"Rúa Río Sil, s/n, 15660 Cambre, A Coruña",,"Rúa Río Sil, s/n",Cambre,15660.0,A Coruña,,Spain,ES,43.3019007,-8.3558035,Europe/Madrid,,False,3.9,80.0,"https://search.google.com/local/reviews?placeid=ChIJ3cBC5PxkLg0RwUlLzrYqRU4&q=swimming+pool,+15660,+Cambre,+Galicia,+ES&authuser=0&hl=en&gl=ES",,,8.0,6.0,10.0,22.0,34.0,6.0,https://lh5.googleusercontent.com/p/AF1QipMFbdRmGSQ8DQdvot2yUfA06mktEVkxfZEi9gIh=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMFbdRmGSQ8DQdvot2yUfA06mktEVkxfZEi9gIh=w1600-h1000-k-no,,"{""Monday"": ""8:30AM-1:30PM,3:30-10:30PM"", ""Tuesday"": ""8:30AM-1:30PM,3:30-10:30PM"", ""Wednesday"": ""8:30AM-1:30PM,3:30-10:30PM"", ""Thursday"": ""8:30AM-1:30PM,3:30-10:30PM"", ""Friday"": ""8:30AM-1:30PM,3:30-10:30PM"", ""Saturday"": ""10AM-2PM"", ""Sunday"": ""Closed""}","Monday:8:30AM-1:30PM,3:30-10:30PM|Tuesday:8:30AM-1:30PM,3:30-10:30PM|Wednesday:8:30AM-1:30PM,3:30-10:30PM|Thursday:8:30AM-1:30PM,3:30-10:30PM|Friday:8:30AM-1:30PM,3:30-10:30PM|Saturday:10AM-2PM|Sunday:Closed",,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",,,https://lh6.googleusercontent.com/-tcYStAQZlMQ/AAAAAAAAAAI/AAAAAAAAAAA/S0jhOfvBOes/s44-p-k-no-ns-nd/photo.jpg,,,True,104288328358206933582,Complexo Deportivo Municipal Da Barcala,https://www.google.com/maps/contrib/104288328358206933582,,,,,"https://www.google.com/maps/place/Complexo+Deportivo+Municipal+Da+Barcala/@43.3019007,-8.3558035,14z/data=!4m8!1m2!2m1!1sComplexo+Deportivo+Municipal+Da+Barcala!3m4!1s0xd2e64fce442c0dd:0x4e452ab6ce4b49c1!8m2!3d43.3019007!4d-8.3558035",ChIJ3cBC5PxkLg0RwUlLzrYqRU4,0xd2e64fce442c0dd:0x4e452ab6ce4b49c1,5639961072984869313,5.639961072984869e+18,
"public swimming pool, 36730, Estas (Tomiño), Galicia, ES",Piscinas Manuel,,Swimming pool contractor,Contratista de piscinas,Swimming pool contractor,+34 691 76 84 23,"Rúa Gondomar, 51, 36740 Tomiño, Pontevedra",,"Rúa Gondomar, 51",Tomiño,36740.0,Pontevedra,,Spain,ES,41.994039,-8.741925,Europe/Madrid,,False,1.0,1.0,https://search.google.com/local/reviews?placeid=ChIJYz8BvFuRJQ0RM7HYjarKu1w&q=*&authuser=0&hl=en&gl=ES,,,1.0,0.0,0.0,0.0,0.0,2.0,https://lh5.googleusercontent.com/p/AF1QipN8fTqkgkD8kKchDzLgGM6LYTwQr5nYKhRaDMhw=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipN8fTqkgkD8kKchDzLgGM6LYTwQr5nYKhRaDMhw=w1600-h1000-k-no,,"{""Monday"": ""9AM-10PM"", ""Tuesday"": ""9AM-10PM"", ""Wednesday"": ""9AM-10PM"", ""Thursday"": ""9AM-10PM"", ""Friday"": ""9AM-10PM"", ""Saturday"": ""10AM-10PM"", ""Sunday"": ""Closed""}",Monday:9AM-10PM|Tuesday:9AM-10PM|Wednesday:9AM-10PM|Thursday:9AM-10PM|Friday:9AM-10PM|Saturday:10AM-10PM|Sunday:Closed,,,OPERATIONAL,"{""Service options"": {""Online estimates"": true, ""On-site services"": true}}",,,https://lh4.googleusercontent.com/-V2fLci_FXws/AAAAAAAAAAI/AAAAAAAAAAA/uBVlaIXyoa4/s44-p-k-no-ns-nd/photo.jpg,,,True,116019007422463609782,Piscinas Manuel,https://www.google.com/maps/contrib/116019007422463609782,,,,,"https://www.google.com/maps/place/Piscinas+Manuel/@41.994039,-8.741925,14z/data=!4m8!1m2!2m1!1sPiscinas+Manuel!3m4!1s0xd25915bbc013f63:0x5cbbcaaa8dd8b133!8m2!3d41.994039!4d-8.741925",ChIJYz8BvFuRJQ0RM7HYjarKu1w,0xd25915bbc013f63:0x5cbbcaaa8dd8b133,6682157306007302451,6.682157306007302e+18,
"public swimming pool, 36730, Estas (Tomiño), Galicia, ES",PiscinasTito,http://piscinastito.es/,Swimming facility,Piscinas,Swimming facility,+34 686 90 71 66,"36790 O Monte, Pontevedra",,,O Monte,36790.0,Pontevedra,,Spain,ES,42.0242885,-8.6862817,Europe/Madrid,,False,,,,,,,,,,,7.0,https://lh5.googleusercontent.com/p/AF1QipOdMMJqwFw0Xb7IMnC_q1NtoS1YoCOscuXij7y4=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOdMMJqwFw0Xb7IMnC_q1NtoS1YoCOscuXij7y4=w1600-h1000-k-no,,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""Closed""}",Monday:9AM-5PM|Tuesday:9AM-5PM|Wednesday:9AM-5PM|Thursday:9AM-5PM|Friday:9AM-5PM|Saturday:9AM-5PM|Sunday:Closed,,,OPERATIONAL,{},,,https://lh4.googleusercontent.com/-Q5pnLUKnHHo/AAAAAAAAAAI/AAAAAAAAAAA/WfZm67ggi7U/s44-p-k-no-ns-nd/photo.jpg,,,True,116279772023723915367,PiscinasTito,https://www.google.com/maps/contrib/116279772023723915367,,,,,"https://www.google.com/maps/place/PiscinasTito/@42.0242885,-8.6862817,14z/data=!4m8!1m2!2m1!1sPiscinasTito!3m4!1s0xd2591f33c823d2d:0xb6177f1be21c3484!8m2!3d42.0242885!4d-8.6862817",ChIJLT2CPPORJQ0RhDQc4ht_F7Y,0xd2591f33c823d2d:0xb6177f1be21c3484,13121095797101573252,,
"public swimming pool, 36730, Estas (Tomiño), Galicia, ES",Woody Pool,,"Sandwich shop, American restaurant, Bar, Hamburger restaurant",restaurants,Sandwich shop,+34 986 62 34 31,"Av de la República Argentina, 24, 36740 A Rocha, Pontevedra",,"Av de la República Argentina, 24",A Rocha,36740.0,Pontevedra,,Spain,ES,41.9901889,-8.7391499,Europe/Madrid,,False,4.3,1122.0,https://search.google.com/local/reviews?placeid=ChIJM-C_WlCRJQ0RnahoCnXq8ew&q=*&authuser=0&hl=en&gl=ES,,,44.0,23.0,130.0,286.0,639.0,474.0,https://lh5.googleusercontent.com/p/AF1QipOzxN_0P0YYm7LVCA667CUywrXnHUtY_clk54NT=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOzxN_0P0YYm7LVCA667CUywrXnHUtY_clk54NT=w1600-h1000-k-no,,"{""Monday"": ""6:30AM-11:30PM"", ""Tuesday"": ""6:30AM-11:30PM"", ""Wednesday"": ""6:30AM-11PM"", ""Thursday"": ""6:30AM-11:30PM"", ""Friday"": ""6:30AM-1:30AM"", ""Saturday"": ""6:30AM-1:30AM"", ""Sunday"": ""Closed""}",Monday:6:30AM-11:30PM|Tuesday:6:30AM-11:30PM|Wednesday:6:30AM-11PM|Thursday:6:30AM-11:30PM|Friday:6:30AM-1:30AM|Saturday:6:30AM-1:30AM|Sunday:Closed,,,OPERATIONAL,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true}, ""Highlights"": {""Sport"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Late-night food"": true, ""Small plates"": true, ""Spirits"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Parking"": true}}",€,,,,,False,,Woody Pool,,,,,,"https://www.google.com/maps/place/Woody+Pool/@41.9901889,-8.7391499,14z/data=!4m8!1m2!2m1!1sWoody+Pool!3m4!1s0xd2591505abfe033:0xecf1ea750a68a89d!8m2!3d41.9901889!4d-8.7391499",ChIJM-C_WlCRJQ0RnahoCnXq8ew,0xd2591505abfe033:0xecf1ea750a68a89d,17073685450744965277,-1.3730586229645862e+18,
"public swimming pool, 36730, Estas (Tomiño), Galicia, ES",A Social De Estás,,"Cafeteria, Concert hall, Sandwich shop",Cafetería,Cafeteria,+34 986 62 23 88,"Lugar a Igrexa Estás, 36730 Santiago, Pontevedra",,Lugar a Igrexa Estás,Santiago,36730.0,Pontevedra,,Spain,ES,41.9745947,-8.7616959,Europe/Madrid,,False,4.6,147.0,https://search.google.com/local/reviews?placeid=ChIJAbcmIQ-UJQ0RBv_oWYPw84E&q=*&authuser=0&hl=en&gl=ES,,,1.0,1.0,13.0,23.0,109.0,39.0,https://lh5.googleusercontent.com/p/AF1QipP0tQThH1Zc3GsgSr57U9ZAUIEyJ371a5cTZcpm=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipP0tQThH1Zc3GsgSr57U9ZAUIEyJ371a5cTZcpm=w1600-h1000-k-no,,"{""Monday"": ""11AM-1AM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""1PM-1AM"", ""Thursday"": ""1PM-1AM"", ""Friday"": ""1PM-1AM"", ""Saturday"": ""1PM-1AM"", ""Sunday"": ""1PM-1AM""}",Monday:11AM-1AM|Tuesday:Closed|Wednesday:1PM-1AM|Thursday:1PM-1AM|Friday:1PM-1AM|Saturday:1PM-1AM|Sunday:1PM-1AM,"[{""kitchen"": {""Monday"": ""7-10:30 PM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""1-10:30 PM"", ""Thursday"": ""1-10:30 PM"", ""Friday"": ""1-11 PM"", ""Saturday"": ""7-11 PM"", ""Sunday"": ""7-10:30 PM""}}]",,OPERATIONAL,"{""Service options"": {""Dine-in"": true, ""Delivery"": false}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}}",€,,https://lh6.googleusercontent.com/-ONaGfnfp5fg/AAAAAAAAAAI/AAAAAAAAAAA/tQIq80y8OHQ/s44-p-k-no-ns-nd/photo.jpg,,,True,116875286100059874477,A Social De Estás,https://www.google.com/maps/contrib/116875286100059874477,,,,,"https://www.google.com/maps/place/A+Social+De+Est%C3%A1s/@41.9745947,-8.7616959,14z/data=!4m8!1m2!2m1!1sA+Social+De+Est%C3%A1s!3m4!1s0xd25940f2126b701:0x81f3f08359e8ff06!8m2!3d41.9745947!4d-8.7616959",ChIJAbcmIQ-UJQ0RBv_oWYPw84E,0xd25940f2126b701:0x81f3f08359e8ff06,9364092497173217030,-9.082651576536334e+18,
"public swimming pool, 15859, Pudenza (San Pedro De Brandomil-Zas), Galicia, ES",Piscina de Zas,,Outdoor swimming pool,Piscina al aire libre,Outdoor swimming pool,,"15850 Zas, A Coruña",,,Zas,15850.0,A Coruña,,Spain,ES,43.0981921,-8.9085392,Europe/Madrid,,False,4.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJs3vYj_PBLg0RMq3tnMOaZbA&q=public+swimming+pool,+15859,+Pudenza+(San+Pedro+De+Brandomil-Zas),+Galicia,+ES&authuser=0&hl=en&gl=ES",,,0.0,0.0,0.0,1.0,0.0,1.0,https://lh5.googleusercontent.com/p/AF1QipOTrWiFU24kVzg1xqYa0NREFTipcTyLutfIhoNo=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOTrWiFU24kVzg1xqYa0NREFTipcTyLutfIhoNo=w1600-h1000-k-no,,,,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",,,,,,False,,Piscina de Zas,,,,,,"https://www.google.com/maps/place/Piscina+de+Zas/@43.0981921,-8.9085392,14z/data=!4m8!1m2!2m1!1sPiscina+de+Zas!3m4!1s0xd2ec1f38fd87bb3:0xb0659ac39cedad32!8m2!3d43.0981921!4d-8.9085392",ChIJs3vYj_PBLg0RMq3tnMOaZbA,0xd2ec1f38fd87bb3:0xb0659ac39cedad32,12710735688265215282,-5.736008385444337e+18,
"public swimming pool, 15859, Pudenza (San Pedro De Brandomil-Zas), Galicia, ES",Piscina pública municipal,,Swimming pool,Swimming pool,Swimming pool,,"Calle Picota, 3, 15258 A Picota, A Coruña",,"Calle Picota, 3",A Picota,15258.0,A Coruña,,Spain,ES,42.937518,-8.9880982,Europe/Madrid,,False,4.6,11.0,"https://search.google.com/local/reviews?placeid=ChIJTdE2gF_aLg0RMgL9s1mOoUc&q=public+swimming+pool,+15859,+Pudenza+(San+Pedro+De+Brandomil-Zas),+Galicia,+ES&authuser=0&hl=en&gl=ES",,,0.0,0.0,0.0,4.0,7.0,26.0,https://lh5.googleusercontent.com/p/AF1QipOUrSSAa5ea8-10G0XLxatXTU_CCJasbPnRgirr=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOUrSSAa5ea8-10G0XLxatXTU_CCJasbPnRgirr=w1600-h1000-k-no,,,,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",,,,,,False,,Piscina pública municipal,,,,,,"https://www.google.com/maps/place/Piscina+p%C3%BAblica+municipal/@42.937518,-8.9880982,14z/data=!4m8!1m2!2m1!1sPiscina+p%C3%BAblica+municipal!3m4!1s0xd2eda5f8036d14d:0x47a18e59b3fd0232!8m2!3d42.937518!4d-8.9880982",ChIJTdE2gF_aLg0RMgL9s1mOoUc,0xd2eda5f8036d14d:0x47a18e59b3fd0232,5161563163866235442,5.161563163866236e+18,
"swimming pool, 36510, Bailas (Goias), Galicia, ES",Piscinas descubertas,,Public swimming pool,attractions,Public swimming pool,,"Rúa Banda de Música de Lalín, 4, 36500 Lalín, Pontevedra",,"Rúa Banda de Música de Lalín, 4",Lalín,36500.0,Pontevedra,,Spain,ES,42.6646536,-8.1063659,Europe/Madrid,,False,4.0,23.0,"https://search.google.com/local/reviews?placeid=ChIJ_-qhrTDHLw0RZm7zMFhcJZo&q=swimming+pool,+36510,+Bailas+(Goias),+Galicia,+ES&authuser=0&hl=en&gl=ES",,,1.0,1.0,5.0,5.0,11.0,6.0,https://lh5.googleusercontent.com/p/AF1QipNUfrXDuFG9qiKaADoADadT4uCZKN4YKjziRZNp=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNUfrXDuFG9qiKaADoADadT4uCZKN4YKjziRZNp=w1600-h1000-k-no,,"{""Monday"": ""11AM-8PM"", ""Tuesday"": ""11AM-8PM"", ""Wednesday"": ""11AM-8PM"", ""Thursday"": ""11AM-8PM"", ""Friday"": ""11AM-8PM"", ""Saturday"": ""11AM-8PM"", ""Sunday"": ""Closed""}",Monday:11AM-8PM|Tuesday:11AM-8PM|Wednesday:11AM-8PM|Thursday:11AM-8PM|Friday:11AM-8PM|Saturday:11AM-8PM|Sunday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",,,,,,False,,Piscinas descubertas,,,,,,"https://www.google.com/maps/place/Piscinas+descubertas/@42.6646536,-8.1063659,14z/data=!4m8!1m2!2m1!1sPiscinas+descubertas!3m4!1s0xd2fc730ada1eaff:0x9a255c5830f36e66!8m2!3d42.6646536!4d-8.1063659",ChIJ_-qhrTDHLw0RZm7zMFhcJZo,0xd2fc730ada1eaff:0x9a255c5830f36e66,11107385589827333734,-7.339358483882217e+18,
"swimming pool, 36510, Bailas (Goias), Galicia, ES",Piscina municipal Agolada,,Public swimming pool,attractions,Public swimming pool,,"36520 Agolada, Pontevedra",,,Agolada,36520.0,Pontevedra,,Spain,ES,42.7618898,-8.023605,Europe/Madrid,,False,4.3,7.0,"https://search.google.com/local/reviews?placeid=ChIJCYI-6RXPLw0RcSYrXx_1hFU&q=swimming+pool,+36510,+Bailas+(Goias),+Galicia,+ES&authuser=0&hl=en&gl=ES",,,1.0,0.0,0.0,1.0,5.0,3.0,https://lh5.googleusercontent.com/p/AF1QipN5Ensoc_D-xpigALnsziBx8SCQMpfZ1vZlPuut=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipN5Ensoc_D-xpigALnsziBx8SCQMpfZ1vZlPuut=w1600-h1000-k-no,,"{""Monday"": ""12-8PM"", ""Tuesday"": ""12-8PM"", ""Wednesday"": ""12-8PM"", ""Thursday"": ""12-8PM"", ""Friday"": ""12-8PM"", ""Saturday"": ""12-8PM"", ""Sunday"": ""12-8PM""}",Monday:12-8PM|Tuesday:12-8PM|Wednesday:12-8PM|Thursday:12-8PM|Friday:12-8PM|Saturday:12-8PM|Sunday:12-8PM,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",,,,,,False,,Piscina municipal Agolada,,,,,,"https://www.google.com/maps/place/Piscina+municipal+Agolada/@42.7618898,-8.023605,14z/data=!4m8!1m2!2m1!1sPiscina+municipal+Agolada!3m4!1s0xd2fcf15e93e8209:0x5584f51f5f2b2671!8m2!3d42.7618898!4d-8.023605",ChIJCYI-6RXPLw0RcSYrXx_1hFU,0xd2fcf15e93e8209:0x5584f51f5f2b2671,6162319705239135857,6.162319705239136e+18,
